hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.unscrambleResult	Answer.cost	Answer.difficulty
3GONHBMNHVC6NNJK3RGI8WO64OKMZG	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3GONHBMNHVC6NNJK3RGI8WO64OKMZG	36W0OB37HXSNITF32W575BBSX5QHZU	A21JFQP5MAYQO2	Approved	Sun Mar 27 07:01:59 EDT 2016	Fri Feb 26 05:50:26 EST 2016	Fri Feb 26 06:01:59 EST 2016	Fri Feb 26 14:40:57 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| on ||| a ||| famous ||| rant ||| hating ||| C++ ||| . |||  $$$ Have ||| 15-16 ||| imprisoned ||| prisoners ||| been ||| released ||| during ||| October ||| riots ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ EB ||| Jobs ||| opens ||| Zune ||| Games ||| , ||| disses ||| pre-orders ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| fat ||| , ||| calories ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| wide ||| variety ||| of ||| conditions ||| and ||| habitats ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| has ||| sat ||| out ||| so ||| long ||| it ||| started ||| to ||| wilt ||| . |||  $$$ Cook ||| pasta ||| , ||| sausage ||| , ||| and ||| hamburger ||| for ||| dinner ||| . |||  $$$ Was ||| bin ||| Laden ||| behind ||| the ||| September ||| 11 ||| attacks ||| ? |||  $$$ 	0.01	3
3DZKABX2ZIJC5H2JP5X1KU6YMZAVC7	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:36 EST 2016	2	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:36 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3DZKABX2ZIJC5H2JP5X1KU6YMZAVC7	3MYYFCXHJ4LTF0W3XXXZQFMIHB24G0	A21SFV3QQBIUXM	Submitted	Sun Mar 27 11:47:05 EDT 2016	Fri Feb 26 10:45:08 EST 2016	Fri Feb 26 10:47:05 EST 2016						Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ 	0.05	3
37Y5RYYI0PJKGNWAM6OJNK71OD4SX1	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=37Y5RYYI0PJKGNWAM6OJNK71OD4SX1	30BUDKLTXE9DR54C57QLV47K4R55EC	A225F6T80L8PYH	Approved	Sun Mar 27 10:12:42 EDT 2016	Fri Feb 26 08:45:44 EST 2016	Fri Feb 26 09:12:42 EST 2016	Fri Feb 26 14:59:52 EST 2016					Has ||| a ||| US ||| Congressman ||| Jones ||| , ||| visited ||| Iraq ||| , ||| after ||| the war ||| ended ||| ? |||  $$$ EB ||| Games ||| disses ||| pre-orders ||| Zune ||| , ||| Jobs ||| opens ||| . |||  $$$ My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| . |||  $$$ London ||| Bishop ||| was ||| first ||| of ||| the ||| Mellitus ||| . |||  $$$ Laptop ||| battery ||| recall ||| : ||| Sony ||| joins ||| in ||| saga ||| . |||  $$$ Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| ! |||  $$$ How ||| old ||| is ||| your ||| cousin ||| ? |||  $$$ Put ||| the ||| truck ||| tire ||| on ||| the ||| pallet ||| . |||  $$$ Which ||| blouse ||| do ||| you ||| like ||| ? |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| . |||  $$$ Two ||| trains ||| crash ||| in ||| metro ||| Rome ||| , ||| dozens ||| hurt ||| . |||  $$$ 'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| . |||  $$$ I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| . |||  $$$ Stanford ||| is ||| located ||| in ||| California ||| . |||  $$$ A ||| third ||| of ||| the ||| money ||| is ||| mine ||| . |||  $$$ I ||| saw ||| she ||| was chewing gum ||| while ||| her ||| . |||  $$$ The ||| dog ||| bit ||| the ||| cat ||| . |||  $$$ I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Hour ||| Fitness ||| . |||  $$$ He ||| has ||| fallen ||| in ||| love ||| with ||| arrowroot ||| milk ||| biscuits ||| . |||  $$$ Has ||| toxic agents ||| increased ||| to ||| concentration ||| in marine burials of chemical weapons ||| prior ||| of ||| the ||| 1999 ||| ? |||  $$$ UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| . |||  $$$ Al ||| Qaeda ||| to ||| be ||| published ||| in US book ||| texts |||  $$$ Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ? |||  $$$ Get ||| me ||| the ||| book ||| on ||| the coffee table ||| . |||  $$$ Hey ||| , ||| your ||| dog ||| eat ||| , ||| bananas ||| . |||  $$$ Why ||| did ||| n't ||| Airline ||| take ||| you ||| Australia-Asia ||| ? |||  $$$ US ||| stock ||| edge ||| ; ||| focus ||| higher ||| earnings ||| in ||| futures ||| . |||  $$$ Another ||| boss ||| in ||| scandal ||| options ||| dust ||| bites ||| . |||  $$$ Heavy ||| fighting ||| rocked ||| Najaf ||| again ||| Monday ||| . |||  $$$ The ||| lettuce ||| sat ||| out ||| so ||| long ||| has ||| it started to wilt ||| . |||  $$$ 	0.01	2
38B7Q9C28GJPSTGFCDF26CPRZLH69B	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=38B7Q9C28GJPSTGFCDF26CPRZLH69B	3GLB5JMZFY96FWFWQ8YSTJGOUOKDGB	A247FCJEEXVQM0	Approved	Sun Mar 27 10:24:33 EDT 2016	Fri Feb 26 09:16:13 EST 2016	Fri Feb 26 09:24:33 EST 2016	Fri Feb 26 14:50:14 EST 2016					Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| Has ||| ended ||| ? |||  $$$ 	0.01	2
3FI30CQHVKX8GMVCAXTYXIKHNLK6BL	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	2	0	0	1	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3FI30CQHVKX8GMVCAXTYXIKHNLK6BL	3EICBYG645A616ZJYIOK6QQM1G7CJW	A2581F7TDPAMBQ	Submitted	Sun Mar 27 12:59:36 EDT 2016	Fri Feb 26 11:57:19 EST 2016	Fri Feb 26 11:59:36 EST 2016							0.01	2
39WSF6KUV2ZWCVD0KKHIFQCTBIROES	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#1	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=39WSF6KUV2ZWCVD0KKHIFQCTBIROES	3R2UR8A0IBU85F1B5RCCSZSI1RYXOT	A26107JGUUDQ3N	Approved	Sun Mar 27 04:10:10 EDT 2016	Fri Feb 26 03:06:02 EST 2016	Fri Feb 26 03:10:10 EST 2016	Fri Feb 26 15:00:09 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| but ||| , ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ UnitedHealth ||| , ||| Mattel ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| computer ||| his ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| in Jakarta ||| now ||| test ||| positive for HIV ||| . |||  $$$ But ||| stays ||| in ||| Cech ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ 	0.05	1
3YO4AH2FPDY06HBMRQA7J65PWIZ0QQ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3YO4AH2FPDY06HBMRQA7J65PWIZ0QQ	3C6FJU71TR7SIPBI69ANAJRGLJGUY9	A266SWAZYSJ0XD	Approved	Sun Mar 27 04:25:11 EDT 2016	Fri Feb 26 03:05:56 EST 2016	Fri Feb 26 03:25:11 EST 2016	Fri Feb 26 14:41:46 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| hating ||| on ||| C++ ||| . |||  $$$ Have ||| imprisoned ||| prisoners ||| been ||| released ||| during ||| riots ||| 15-16 ||| October ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ Games ||| pre-orders ||| opens ||| , ||| EB ||| Zune ||| disses ||| Jobs ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| fat ||| , ||| calories ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| variety ||| of ||| conditions ||| and ||| wide ||| habitats ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| sat ||| so ||| long ||| it ||| has ||| started ||| to ||| wilt ||| out ||| . |||  $$$ Cook ||| pasta ||| , ||| sausage ||| , ||| and ||| hamburger ||| for ||| dinner ||| . |||  $$$ Was ||| bin ||| Laden ||| behind ||| the ||| September ||| 11 ||| attacks ||| ? |||  $$$ 	0.03	3
3ABAOCJ4R8IX9VITGVX5H3C2ZL0QMR	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3ABAOCJ4R8IX9VITGVX5H3C2ZL0QMR	3E4GGUZ1T95OE8DZJAZQVSHD4DMK2K	A29DF7KAQFDJ7B	Approved	Sun Mar 27 03:50:22 EDT 2016	Fri Feb 26 02:45:25 EST 2016	Fri Feb 26 02:50:22 EST 2016	Fri Feb 26 14:39:58 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| on ||| hating ||| C++ ||| . |||  $$$ Have ||| 15-16 ||| prisoners ||| imprisoned ||| during ||| October ||| riots ||| been ||| released ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ Zune ||| opens ||| pre-orders ||| , ||| disses ||| EB ||| Jobs ||| Games ||| . |||  $$$ 	0.05	3
3Z33IC0JC00A7JVGDLNAI45QGE7V9Q	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#2	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3Z33IC0JC00A7JVGDLNAI45QGE7V9Q	3S96KQ6I9NIAK112A8XZS2VDKIODTG	A2A1FS0KVLJ9ZT	Approved	Sun Mar 27 09:32:27 EDT 2016	Fri Feb 26 08:30:47 EST 2016	Fri Feb 26 08:32:27 EST 2016	Fri Feb 26 14:48:35 EST 2016						0.03	2
3AQN9REUTFU3E332UCFWBZSAPGPDYZ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3AQN9REUTFU3E332UCFWBZSAPGPDYZ	3K3R2QNK8CHDHO3AYXI7B2YPCBG9UM	A2AWDYE8TVVZMV	Approved	Sun Mar 27 09:25:21 EDT 2016	Fri Feb 26 08:23:48 EST 2016	Fri Feb 26 08:25:21 EST 2016	Fri Feb 26 15:03:48 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| STL ||| but ||| , ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ 	0.03	1
3SBX2M1TKD1H55TNARX9V9V2DUEQ4V	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:36 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:36 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKD1H55TNARX9V9V2DUEQ4V	3KB8R4ZV1FLD0ZHCCC7MYTSOR34BGY	A2AXBFNWVGS69I	Approved	Sun Mar 27 09:37:57 EDT 2016	Fri Feb 26 08:31:51 EST 2016	Fri Feb 26 08:37:57 EST 2016	Fri Feb 26 14:35:41 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| wrote ||| a ||| famous ||| rant ||| on ||| hating ||| Torvalds ||| C++ ||| . |||  $$$ Have ||| imprisoned ||| prisoners ||| been ||| released ||| during ||| October ||| 15-16 ||| riots ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ EB ||| disses ||| Zune ||| pre-orders ||| , ||| opens ||| Games ||| Jobs ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| fat ||| , ||| calories ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| wide ||| variety ||| of ||| habitats ||| and ||| conditions ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| has ||| sat ||| out ||| so ||| long ||| it ||| started ||| to ||| wilt ||| . |||  $$$ 	0.05	3
309D674SHZZXW34DKO61JICRJ7VBCI	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=309D674SHZZXW34DKO61JICRJ7VBCI	358010RM5F73VZA863YQNRMQXLGXVI	A2CSV75E3JT58Y	Approved	Sun Mar 27 09:40:02 EDT 2016	Fri Feb 26 08:37:54 EST 2016	Fri Feb 26 08:40:02 EST 2016	Fri Feb 26 14:43:44 EST 2016						0.05	2
3R6RZGK0XFQP8K3OLXFQHLYHPNTVYG	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:37 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:37 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3R6RZGK0XFQP8K3OLXFQHLYHPNTVYG	3MD9PLUKKJSFSP1E5U0KAV8OJIDNZP	A2D2XQP00IZFR1	Approved	Sun Mar 27 09:44:36 EDT 2016	Fri Feb 26 08:37:31 EST 2016	Fri Feb 26 08:44:36 EST 2016	Fri Feb 26 14:34:40 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| on ||| a ||| famous ||| C++ ||| hating ||| rant ||| . |||  $$$ Have ||| 15-16 ||| imprisoned ||| prisoners ||| been ||| released ||| during ||| October ||| riots ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ 	0.05	3
3AA88CN98PHBS99CMT1JFCN09PLYKW	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3AA88CN98PHBS99CMT1JFCN09PLYKW	3137ONMDKHJB72TWM39CZ1Y9U0GGE2	A2DLDIWBRK5UFJ	Approved	Sun Mar 27 09:22:08 EDT 2016	Fri Feb 26 08:20:20 EST 2016	Fri Feb 26 08:22:08 EST 2016	Fri Feb 26 14:45:33 EST 2016						0.05	2
356ZPKYPUHVC306SZL6RBT9Z3ZRPYO	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=356ZPKYPUHVC306SZL6RBT9Z3ZRPYO	3PQ8K71NHYY77YZHKYFG7WXFBQVAAF	A2HNL20X0Q9BP0	Approved	Sun Mar 27 07:29:08 EDT 2016	Fri Feb 26 06:26:21 EST 2016	Fri Feb 26 06:29:08 EST 2016	Fri Feb 26 15:01:47 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ 	0.01	1
3FBEFUUYRKJ3XCQK4JT2270B53Z6AQ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3FBEFUUYRKJ3XCQK4JT2270B53Z6AQ	3F1567XTNXJLPVWTHOY211109QBQ9Z	A2IABGWWDKRQS3	Approved	Sun Mar 27 09:43:28 EDT 2016	Fri Feb 26 08:36:40 EST 2016	Fri Feb 26 08:43:28 EST 2016	Fri Feb 26 14:48:43 EST 2016					Has ||| the war ||| ended ||| after ||| a ||| US ||| Congressman ||| , ||| Jones ||| , ||| visited ||| Iraq ||| ? |||  $$$ EB ||| Games ||| opens ||| Jobs ||| , ||| disses ||| Zune ||| pre-orders ||| . |||  $$$ 	0.01	2
3SBNLSTU6UJ3JTD7QYHFP61CVATDZQ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	3	0	0	3	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6UJ3JTD7QYHFP61CVATDZQ	33PPO7FECWTKBNLRGWYVEVT492CIDA	A2J4CYBAKI5HXU	Approved	Sun Mar 27 16:56:26 EDT 2016	Fri Feb 26 15:55:24 EST 2016	Fri Feb 26 15:56:26 EST 2016	Fri Feb 26 18:37:30 EST 2016						0.01	2
39WICJI5AT6511BAX9B3CXF04X43ZI	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=39WICJI5AT6511BAX9B3CXF04X43ZI	38F71OA9GUA35QPESHRDUO362MIMF7	A2J65ZHAJQDKAC	Approved	Sun Mar 27 02:34:27 EDT 2016	Fri Feb 26 01:32:16 EST 2016	Fri Feb 26 01:34:27 EST 2016	Fri Feb 26 14:42:47 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| on ||| hating ||| C++ ||| . |||  $$$ 	0.01	3
